Linkedin_Handle,FIN_Number,UTM_Source,Referred_By,Company_SSIC,Company_Address_Line_2,Address_Line_2,Managed_Contact,Company_State_Region,Company_Website,Highest_Qualification,Sales_Region,Contact_Type_Id,Contact_DB_Status_Id,Industry_Group,Lifecycle_Stage,Postal_Code,School_Attended,Cilos_Substage_Id,Sponsoring_Entity_Id,Referrer_Address,Company_Facebook,Nationality_Id,State_Region,Company_Name,Job_Classification,LinkedIn_URL,Date_of_Birth,NRIC_Number,Industry_Sector_Id,Secondary_Business_Acc_Mgr,Company_Owner,Company_Domain_Name,Passport_Number,Secondary_Business_Unit_Id,Company_Segment,Institute_Type,Company_UEN_Registration_No,Referrer_Email_Address,Partner_Type
handle33,FIN33,LinkedIn,Value_Referred_By_33,SSIC33,"Company Block 33","Block 33",1,KL,https://company33.com,Degree,Value_Sales_Region_33,a4748fd4-f84d-4fa0-ba47-7c9ac57620ed,0ecc377c-17f5-4f24-a9b1-2a6f8957241a,Private,Lead,50000,"Test University 33",0746f937-cce5-4777-b89c-a9ac77df4796,fe0c7263-2bfc-4e81-9b17-55862d64439f,"Ref Address 33",https://facebook.com/company33,b58bb1a3-6688-4e66-bfbf-c718557c7411,KL,"Company 33",Finance,https://linkedin.com/in/user33,1999-04-21,NRIC33,e5d2150d-2f4d-482a-acf5-5a36626bb3de,Value_Secondary_Business_Acc_Mgr_33,"Owner 33",company33.com,PASS33,a67cf4ce-20ce-461a-8585-1240176a9ac8,SME,Training-Institute,UEN33,Value_Referrer_Email_Address_33,Partner
handle34,FIN34,Facebook,Value_Referred_By_34,SSIC34,"Company Block 34","Block 34",0,KL,https://company34.com,Master,Value_Sales_Region_34,7c76a831-92c4-4be9-811e-18e9cf3a3175,266cab89-b280-4b3a-916f-1024d5987fe6,Public,Customer,50000,"Test University 34",56ba9ad5-1828-4f27-9d52-d2a4a644ae44,38859db1-4835-4ed4-a174-283a73b7ee0b,"Ref Address 34",https://facebook.com/company34,3c955166-8f13-4cdf-a047-cb694e6ecaa0,KL,"Company 34",Sales,https://linkedin.com/in/user34,1991-04-01,NRIC34,5cdf3e90-8590-4b77-988a-537e875a156c,Value_Secondary_Business_Acc_Mgr_34,"Owner 34",company34.com,PASS34,a348cb0b-f4dd-4746-8e81-21d10f061fd0,Government,HigherED,UEN34,Value_Referrer_Email_Address_34,Reseller
handle35,FIN35,Direct,Value_Referred_By_35,SSIC35,"Company Block 35","Block 35",1,KL,https://company35.com,PhD,Value_Sales_Region_35,2c40ee5a-ac84-4dba-ba76-5180b4255ddb,914b4147-c044-485d-aaa8-6e9944349304,NGO,Alumni,50000,"Test University 35",d77d5bd8-1f9d-4b29-b10d-e812b06c466d,8336a54f-7dcf-49ba-b740-d2347b436bd5,"Ref Address 35",https://facebook.com/company35,dda9f7be-de40-45ec-bcd5-b2bde2f9ba90,KL,"Company 35",Marketing,https://linkedin.com/in/user35,1994-06-24,NRIC35,257f4bc5-1b90-4d1f-9103-820a0af5f905,Value_Secondary_Business_Acc_Mgr_35,"Owner 35",company35.com,PASS35,32be06d6-d44e-4f80-aa01-18d32da5394d,Education,Training-Institute,UEN35,Value_Referrer_Email_Address_35,Direct
handle36,FIN36,Google,Value_Referred_By_36,SSIC36,"Company Block 36","Block 36",0,KL,https://company36.com,Diploma,Value_Sales_Region_36,01b3ac7a-f79a-4049-b4bb-f2a4dcd808aa,e092568f-4099-4224-aaf5-5e5fba4baef0,Private,Prospect,50000,"Test University 36",262e84ab-4449-491d-bca1-38b66c1f74a3,ae7fa290-3bbb-4782-ab47-3660e3c8010c,"Ref Address 36",https://facebook.com/company36,dd108099-e316-4537-a4d6-31ab9b680ae3,KL,"Company 36",IT,https://linkedin.com/in/user36,1990-11-20,NRIC36,62f8a4dd-b7ce-4bc0-bd91-b24702d18386,Value_Secondary_Business_Acc_Mgr_36,"Owner 36",company36.com,PASS36,323f6c06-ad6b-49dc-bbf7-46322a405975,Corporate,HigherED,UEN36,Value_Referrer_Email_Address_36,Partner
handle37,FIN37,LinkedIn,Value_Referred_By_37,SSIC37,"Company Block 37","Block 37",1,KL,https://company37.com,Degree,Value_Sales_Region_37,b12b951c-c375-45b7-b449-5e2bc32dd582,fda7e3ff-273f-4bdb-bd29-88618ccd926d,Public,Lead,50000,"Test University 37",f5c2ad1e-fa68-40db-9dce-19b3d6cadbbb,0e64509b-b377-4d78-83a8-d7e85ea70806,"Ref Address 37",https://facebook.com/company37,ced4d82a-8a4e-495c-b536-bfb5f886bd75,KL,"Company 37",Finance,https://linkedin.com/in/user37,1995-11-16,NRIC37,a8eea929-5d09-47ca-870a-778c862c44ce,Value_Secondary_Business_Acc_Mgr_37,"Owner 37",company37.com,PASS37,f07f8744-9786-4a6e-b1fd-a83099a399ec,SME,Training-Institute,UEN37,Value_Referrer_Email_Address_37,Reseller
handle38,FIN38,Facebook,Value_Referred_By_38,SSIC38,"Company Block 38","Block 38",0,KL,https://company38.com,Master,Value_Sales_Region_38,1ea1c44c-05ea-49a3-8cf2-62157551fcfc,ccad2a2a-8281-42fe-b66e-c0d82997d2eb,NGO,Customer,50000,"Test University 38",c2f6e599-f6ff-4b3d-9ac1-2cf729decd44,c776a09a-750e-4280-9dd3-cdfa5fc36658,"Ref Address 38",https://facebook.com/company38,bedf9e6c-fa0e-4670-b03a-47ac71c1e71d,KL,"Company 38",Sales,https://linkedin.com/in/user38,2000-09-02,NRIC38,616ed078-f6e9-4448-b94b-5acda04c4565,Value_Secondary_Business_Acc_Mgr_38,"Owner 38",company38.com,PASS38,84fa0b11-74c7-46b4-bd08-d189602c3ec5,Government,HigherED,UEN38,Value_Referrer_Email_Address_38,Direct
handle39,FIN39,Direct,Value_Referred_By_39,SSIC39,"Company Block 39","Block 39",1,KL,https://company39.com,PhD,Value_Sales_Region_39,c1bb1947-cf9e-448c-9e20-27fc1e682c0c,6974a214-9478-463e-aa22-4d9003c99a85,Private,Alumni,50000,"Test University 39",d0aef8e3-d034-40bb-9857-cf6aec01e76a,2d96ad8c-218a-4979-aef1-45c70b2ac80e,"Ref Address 39",https://facebook.com/company39,e44b8dd3-464b-4d79-82c2-f01702f7dc76,KL,"Company 39",Marketing,https://linkedin.com/in/user39,1993-04-03,NRIC39,06810aac-5e31-40db-a740-aacde6759ca0,Value_Secondary_Business_Acc_Mgr_39,"Owner 39",company39.com,PASS39,96347413-dc64-4242-90a1-e761c84a17cc,Education,Training-Institute,UEN39,Value_Referrer_Email_Address_39,Partner
handle40,FIN40,Google,Value_Referred_By_40,SSIC40,"Company Block 40","Block 40",0,KL,https://company40.com,Diploma,Value_Sales_Region_40,274f45fd-276c-48ae-97a3-30db90c0f871,0c6a3e05-b3e8-43c8-b0c9-971893cce1fd,Public,Prospect,50000,"Test University 40",eb938e0b-2e2d-4f7f-8b3f-a7a079bbbdba,926bfae4-de33-439d-bf1a-24d8fd1dccda,"Ref Address 40",https://facebook.com/company40,19e63b08-4136-4e84-a340-86e00355850d,KL,"Company 40",IT,https://linkedin.com/in/user40,2000-03-26,NRIC40,c9a79955-3978-4351-829e-65f085a9975a,Value_Secondary_Business_Acc_Mgr_40,"Owner 40",company40.com,PASS40,ed12a727-0fef-4c1c-b0d4-ab50a198efd5,Corporate,HigherED,UEN40,Value_Referrer_Email_Address_40,Reseller
handle41,FIN41,LinkedIn,Value_Referred_By_41,SSIC41,"Company Block 41","Block 41",1,KL,https://company41.com,Degree,Value_Sales_Region_41,3a0da8d0-f5a2-471c-ab85-35e698e3db22,cb0121af-4f01-4088-8817-e4da46becdbc,NGO,Lead,50000,"Test University 41",f90bde28-4563-430e-9a50-807c14398510,d4bdf1e1-9c1f-48a8-bdb4-949e15b56586,"Ref Address 41",https://facebook.com/company41,e1372f8a-44f4-4d36-88c9-9e344b28f353,KL,"Company 41",Finance,https://linkedin.com/in/user41,1985-03-15,NRIC41,0c7dd346-3020-4508-8e54-d5aafe3997cf,Value_Secondary_Business_Acc_Mgr_41,"Owner 41",company41.com,PASS41,1dc00496-b3c2-429a-b564-6c4402a819ef,SME,Training-Institute,UEN41,Value_Referrer_Email_Address_41,Direct
handle42,FIN42,Facebook,Value_Referred_By_42,SSIC42,"Company Block 42","Block 42",0,KL,https://company42.com,Master,Value_Sales_Region_42,6129dd73-028f-424b-96b5-d946d6ca7279,9f2bc014-9886-42ee-ac98-0cc83d2cd2b2,Private,Customer,50000,"Test University 42",d9a9bc3f-470d-44e9-b87d-48f8ba331878,1173624a-0aee-4f35-8641-a46a8ca30c5d,"Ref Address 42",https://facebook.com/company42,3879f822-0a35-4cb9-90ff-36d05b8156a7,KL,"Company 42",Sales,https://linkedin.com/in/user42,1989-03-14,NRIC42,bdad912a-8f71-4c58-aeeb-97901ea8280f,Value_Secondary_Business_Acc_Mgr_42,"Owner 42",company42.com,PASS42,f947dbf4-7533-4623-bf7d-b79edb223209,Government,HigherED,UEN42,Value_Referrer_Email_Address_42,Partner
handle43,FIN43,Direct,Value_Referred_By_43,SSIC43,"Company Block 43","Block 43",1,KL,https://company43.com,PhD,Value_Sales_Region_43,4baaefed-7459-4422-9ebf-6bad3de2d50b,ba2ea6a0-0662-41dd-aa45-ec61046ac332,Public,Alumni,50000,"Test University 43",5f1c0b92-e46d-4d3a-80f4-1e7191e85e5f,b4a7c87c-923a-4c97-bb10-4cfaf9191c85,"Ref Address 43",https://facebook.com/company43,1458fba4-35ef-4c4c-bee4-aa33ad728ba0,KL,"Company 43",Marketing,https://linkedin.com/in/user43,1984-04-14,NRIC43,a52b8cbf-46e6-494d-a313-c1128ac75cfa,Value_Secondary_Business_Acc_Mgr_43,"Owner 43",company43.com,PASS43,bfa53e51-dad8-4d31-b938-7a20f0724b62,Education,Training-Institute,UEN43,Value_Referrer_Email_Address_43,Reseller
handle44,FIN44,Google,Value_Referred_By_44,SSIC44,"Company Block 44","Block 44",0,KL,https://company44.com,Diploma,Value_Sales_Region_44,7e9a6e83-b6c5-4c8e-b70b-b632f4a495cf,46b5f5fa-2df1-4011-b870-fe382c7fbdcc,NGO,Prospect,50000,"Test University 44",e03db944-ff87-4687-b276-1c1bdd35ebce,1f7d389d-d64c-43a4-b546-c4bd5f513092,"Ref Address 44",https://facebook.com/company44,34389c5c-e0d3-4f44-9d36-828dacc14ab9,KL,"Company 44",IT,https://linkedin.com/in/user44,1997-09-20,NRIC44,8e0b2270-f9c1-40a2-9d33-60786affe751,Value_Secondary_Business_Acc_Mgr_44,"Owner 44",company44.com,PASS44,334633b5-db8e-4090-8e38-51dd0e06aee3,Corporate,HigherED,UEN44,Value_Referrer_Email_Address_44,Direct
handle45,FIN45,LinkedIn,Value_Referred_By_45,SSIC45,"Company Block 45","Block 45",1,KL,https://company45.com,Degree,Value_Sales_Region_45,3627cc6c-78f7-47b2-9c43-7dfe2e3fbe74,cbbfe41a-f547-49a5-9d59-9617d5534771,Private,Lead,50000,"Test University 45",28412f3f-50cd-450f-8a49-455f2b42531b,8fd2203e-136c-4ece-b3c5-b70ddd25c8cb,"Ref Address 45",https://facebook.com/company45,6785d1fc-00f0-4ce4-a12e-6a8aeb18ec99,KL,"Company 45",Finance,https://linkedin.com/in/user45,1981-08-20,NRIC45,3ccdca97-734a-40b8-9e24-5cd26be8bad6,Value_Secondary_Business_Acc_Mgr_45,"Owner 45",company45.com,PASS45,b13762de-ede3-4525-be46-90f10be98e26,SME,Training-Institute,UEN45,Value_Referrer_Email_Address_45,Partner
handle46,FIN46,Facebook,Value_Referred_By_46,SSIC46,"Company Block 46","Block 46",0,KL,https://company46.com,Master,Value_Sales_Region_46,d4187586-0051-4a37-8f82-71a446962622,3f4640d6-29d7-4853-af39-ee59da7704f4,Public,Customer,50000,"Test University 46",707b2999-8558-44e5-bc21-c2a20556281c,667d7ed0-ab45-41ce-8bb7-3bc64f76369f,"Ref Address 46",https://facebook.com/company46,38007ef4-40ce-489a-b7c3-b1c934622116,KL,"Company 46",Sales,https://linkedin.com/in/user46,1997-09-09,NRIC46,00a075e5-a448-4923-b3d9-acbced6f2524,Value_Secondary_Business_Acc_Mgr_46,"Owner 46",company46.com,PASS46,591a2ab3-7596-4a34-a0c7-f7da50a42692,Government,HigherED,UEN46,Value_Referrer_Email_Address_46,Reseller
handle47,FIN47,Direct,Value_Referred_By_47,SSIC47,"Company Block 47","Block 47",1,KL,https://company47.com,PhD,Value_Sales_Region_47,fa1180ae-5830-4515-8826-5b280b693cf9,fa2ebb85-5cd4-4fda-96d0-c0014c991ab0,NGO,Alumni,50000,"Test University 47",7622df78-4ae7-4b9a-8ba6-1aca0f4751b7,1805719b-680a-4530-96da-37faf8d62822,"Ref Address 47",https://facebook.com/company47,23321626-6bd2-488b-99ab-c2474625bc87,KL,"Company 47",Marketing,https://linkedin.com/in/user47,1995-09-13,NRIC47,fa041fce-e132-477f-9318-97bc6015ea09,Value_Secondary_Business_Acc_Mgr_47,"Owner 47",company47.com,PASS47,cf7b7514-12dd-49c8-afd7-c17f6f581b32,Education,Training-Institute,UEN47,Value_Referrer_Email_Address_47,Direct
handle48,FIN48,Google,Value_Referred_By_48,SSIC48,"Company Block 48","Block 48",0,KL,https://company48.com,Diploma,Value_Sales_Region_48,5b4521cc-6325-4e55-852f-dd4d90a1ff3d,dbbb0eb7-de17-4c4e-a4ed-a10e1ec8115f,Private,Prospect,50000,"Test University 48",9ca875d0-ec26-4273-96de-58d0deac8fc9,a287676e-0ea4-4bae-bfe3-ca9848105599,"Ref Address 48",https://facebook.com/company48,8d73c68d-54e9-414f-a262-cb8dc2cae3d2,KL,"Company 48",IT,https://linkedin.com/in/user48,1991-08-28,NRIC48,56db3c48-b160-4378-b680-d0487a1d0714,Value_Secondary_Business_Acc_Mgr_48,"Owner 48",company48.com,PASS48,9266c515-15fc-4747-a279-be6b27ba338a,Corporate,HigherED,UEN48,Value_Referrer_Email_Address_48,Partner
handle49,FIN49,LinkedIn,Value_Referred_By_49,SSIC49,"Company Block 49","Block 49",1,KL,https://company49.com,Degree,Value_Sales_Region_49,f36f2d57-79f3-4668-b03c-ab68bddb037e,8c60ff1e-972b-4216-a0b6-f230f016dfc9,Public,Lead,50000,"Test University 49",cb14d5cc-de80-4a61-8506-16b3967026e4,34e6ddf3-e0c8-4446-9e01-fabe7a16ae8a,"Ref Address 49",https://facebook.com/company49,f4f89ca6-928c-4fd4-a332-92965715fe89,KL,"Company 49",Finance,https://linkedin.com/in/user49,2000-04-03,NRIC49,d3a67a9a-22df-45fe-ab4c-6f365665f269,Value_Secondary_Business_Acc_Mgr_49,"Owner 49",company49.com,PASS49,a5720cb1-b562-4aa5-9b08-d280e9536335,SME,Training-Institute,UEN49,Value_Referrer_Email_Address_49,Reseller
handle50,FIN50,Facebook,Value_Referred_By_50,SSIC50,"Company Block 50","Block 50",0,KL,https://company50.com,Master,Value_Sales_Region_50,0c5a4618-f104-4d92-bead-c0111f3627be,9f63b79e-6b4b-4d7f-963d-ed84a1696704,NGO,Customer,50000,"Test University 50",b094086f-5d94-4515-94d0-8db6b8840c57,afffd6ec-0935-4fc4-bff3-d313a82a559f,"Ref Address 50",https://facebook.com/company50,5a5f6f55-b033-44e3-a575-cbb764d20b66,KL,"Company 50",Sales,https://linkedin.com/in/user50,1999-03-24,NRIC50,50b443e6-9084-4ff7-baff-0bab248863d4,Value_Secondary_Business_Acc_Mgr_50,"Owner 50",company50.com,PASS50,a1a1cc11-f10b-4cab-8778-ef5381dbfa31,Government,HigherED,UEN50,Value_Referrer_Email_Address_50,Direct
handle51,FIN51,Direct,Value_Referred_By_51,SSIC51,"Company Block 51","Block 51",1,KL,https://company51.com,PhD,Value_Sales_Region_51,a2a56d34-f7fc-4cec-b4f3-4fe6efe190cb,0b93b8a6-d50b-48a1-9a2a-c8644d7da490,Private,Alumni,50000,"Test University 51",8818a02c-b9e4-447c-8ec3-452c08cbea08,88472830-672d-48c6-a4a4-451810d017dc,"Ref Address 51",https://facebook.com/company51,4fe08a73-7e79-44db-8c42-c0dd0ceb60e1,KL,"Company 51",Marketing,https://linkedin.com/in/user51,1997-08-19,NRIC51,4cd9920b-78f8-4eee-b126-6412a7bcbd36,Value_Secondary_Business_Acc_Mgr_51,"Owner 51",company51.com,PASS51,f7fc5fe7-8794-45c6-963b-85b183ad6143,Education,Training-Institute,UEN51,Value_Referrer_Email_Address_51,Partner
handle52,FIN52,Google,Value_Referred_By_52,SSIC52,"Company Block 52","Block 52",0,KL,https://company52.com,Diploma,Value_Sales_Region_52,5b265aff-d107-44df-86e1-414f61afabee,74b513bb-0a85-4837-8eec-526eb0b84fe5,Public,Prospect,50000,"Test University 52",da168901-f182-4414-963d-d3dde1f18746,e53f04d4-acb4-4a18-b99c-00997d7935bb,"Ref Address 52",https://facebook.com/company52,43867f49-34ca-41bd-a7d9-085bf61344d3,KL,"Company 52",IT,https://linkedin.com/in/user52,1980-08-26,NRIC52,0202aa1b-ddd3-48a6-b04b-292fbfb9f96f,Value_Secondary_Business_Acc_Mgr_52,"Owner 52",company52.com,PASS52,62f747a6-bffd-4977-a494-2ee2f32441d6,Corporate,HigherED,UEN52,Value_Referrer_Email_Address_52,Reseller
handle53,FIN53,LinkedIn,Value_Referred_By_53,SSIC53,"Company Block 53","Block 53",1,KL,https://company53.com,Degree,Value_Sales_Region_53,78456c01-ffe2-4a23-b752-0d6a71de0e3d,17823c36-be95-4159-ac30-c0a6823cd9ff,NGO,Lead,50000,"Test University 53",97c25b8c-3dd7-4462-868e-b10421108e47,f20a6378-651c-4a4b-90d8-f81d72c42fce,"Ref Address 53",https://facebook.com/company53,8d7f8b8a-da5f-4888-a29e-ab9b79856c32,KL,"Company 53",Finance,https://linkedin.com/in/user53,1992-03-15,NRIC53,e32ff222-78f3-4730-a605-6103a03d79ac,Value_Secondary_Business_Acc_Mgr_53,"Owner 53",company53.com,PASS53,d30ff7eb-af8e-495e-9716-64fd12bb0b98,SME,Training-Institute,UEN53,Value_Referrer_Email_Address_53,Direct
handle54,FIN54,Facebook,Value_Referred_By_54,SSIC54,"Company Block 54","Block 54",0,KL,https://company54.com,Master,Value_Sales_Region_54,6cf11ccd-508e-4f5f-b437-8e4a9aba604f,f895e572-c107-42a8-aa7b-48baa2e4896c,Private,Customer,50000,"Test University 54",e6984bfe-5061-472b-8da4-4b576a63b686,9b342fb3-9b78-4847-adc4-c2bab596918b,"Ref Address 54",https://facebook.com/company54,1ffa448e-048b-40eb-a74f-fa5611670338,KL,"Company 54",Sales,https://linkedin.com/in/user54,1998-01-20,NRIC54,1847728a-db2b-418c-8547-50b14c7ac97a,Value_Secondary_Business_Acc_Mgr_54,"Owner 54",company54.com,PASS54,42198989-c902-407f-9cbf-e4dde8ecc97e,Government,HigherED,UEN54,Value_Referrer_Email_Address_54,Partner
handle55,FIN55,Direct,Value_Referred_By_55,SSIC55,"Company Block 55","Block 55",1,KL,https://company55.com,PhD,Value_Sales_Region_55,6e1c28ae-8ac5-493f-8c6a-7ed3021ed331,7dac7808-8de9-4166-afd7-336a6e41a4a3,Public,Alumni,50000,"Test University 55",26874882-182d-47b7-aa9f-f781b0e09dde,1d4ebed3-1688-4a2b-b139-b04cba70404b,"Ref Address 55",https://facebook.com/company55,fe4d0119-8500-40f3-9936-ad0ac419d8a3,KL,"Company 55",Marketing,https://linkedin.com/in/user55,1991-04-06,NRIC55,d528e885-b87b-46d7-a479-6d1098c59680,Value_Secondary_Business_Acc_Mgr_55,"Owner 55",company55.com,PASS55,3d6eae99-1819-47cc-8e5b-b600c7572775,Education,Training-Institute,UEN55,Value_Referrer_Email_Address_55,Reseller
handle56,FIN56,Google,Value_Referred_By_56,SSIC56,"Company Block 56","Block 56",0,KL,https://company56.com,Diploma,Value_Sales_Region_56,03beca4b-f4e9-4f6b-b756-efd652a243f2,6016ecc4-f376-4430-ac10-4c2b45d6cb44,NGO,Prospect,50000,"Test University 56",3ab45c2c-9472-45dc-a36e-f027608abd2f,50dd5aee-6f43-46b4-b078-c750a9eab256,"Ref Address 56",https://facebook.com/company56,8bfd5bc1-d812-43c9-ac48-3cb8c1c91674,KL,"Company 56",IT,https://linkedin.com/in/user56,1980-12-26,NRIC56,ef7bbc2d-c4b6-4e36-a657-6f86e37fa1b9,Value_Secondary_Business_Acc_Mgr_56,"Owner 56",company56.com,PASS56,07071d65-edc3-491d-b80f-7589048e6454,Corporate,HigherED,UEN56,Value_Referrer_Email_Address_56,Direct
handle57,FIN57,LinkedIn,Value_Referred_By_57,SSIC57,"Company Block 57","Block 57",1,KL,https://company57.com,Degree,Value_Sales_Region_57,7d663f3b-988a-4861-8dda-8353f4a1d540,c30a953e-0703-41e2-81aa-12afedbe43e1,Private,Lead,50000,"Test University 57",8a552492-4564-426b-8750-bc6343f7e0c4,d65a5833-ff9d-40bc-b563-223836a58dcf,"Ref Address 57",https://facebook.com/company57,1f514683-9224-49e5-bea7-dae0e8bdb124,KL,"Company 57",Finance,https://linkedin.com/in/user57,1988-01-24,NRIC57,663a0540-2946-4d34-819d-b95ab43c4c41,Value_Secondary_Business_Acc_Mgr_57,"Owner 57",company57.com,PASS57,5e80f2b8-d845-45b0-b062-854a3340e3cb,SME,Training-Institute,UEN57,Value_Referrer_Email_Address_57,Partner
handle58,FIN58,Facebook,Value_Referred_By_58,SSIC58,"Company Block 58","Block 58",0,KL,https://company58.com,Master,Value_Sales_Region_58,388a7818-cb72-44f9-b0fe-86a4ab68b376,7fe94bd6-fc7c-44e6-b027-661a21b17f8b,Public,Customer,50000,"Test University 58",ce14c492-fc88-4600-964a-8693770bd89c,97212970-6274-4a3f-96c3-78f8bc5010a7,"Ref Address 58",https://facebook.com/company58,de6cea0d-e05c-4204-8b06-655bf89bec55,KL,"Company 58",Sales,https://linkedin.com/in/user58,1982-07-14,NRIC58,93f44206-e34b-4a91-997c-929e25fdc50b,Value_Secondary_Business_Acc_Mgr_58,"Owner 58",company58.com,PASS58,647634f4-58a7-4567-acdf-6438c8d85104,Government,HigherED,UEN58,Value_Referrer_Email_Address_58,Reseller
handle59,FIN59,Direct,Value_Referred_By_59,SSIC59,"Company Block 59","Block 59",1,KL,https://company59.com,PhD,Value_Sales_Region_59,20fd8f8b-3dc2-4cee-b5fc-90dbefaf1145,ad23c319-ca16-4268-a05b-66fe5bf6b158,NGO,Alumni,50000,"Test University 59",efef260e-53e6-492f-b3df-04a6c9911b3a,9840a092-b031-432a-8087-a776a603d68f,"Ref Address 59",https://facebook.com/company59,62a3ff9d-48e3-4ec3-9ff5-1d08a7c63dcc,KL,"Company 59",Marketing,https://linkedin.com/in/user59,2000-08-11,NRIC59,66f28f63-3320-41df-83ff-d236b41ef790,Value_Secondary_Business_Acc_Mgr_59,"Owner 59",company59.com,PASS59,fe074dd6-a7b7-41c6-be28-ec2b220cdeb5,Education,Training-Institute,UEN59,Value_Referrer_Email_Address_59,Direct
handle60,FIN60,Google,Value_Referred_By_60,SSIC60,"Company Block 60","Block 60",0,KL,https://company60.com,Diploma,Value_Sales_Region_60,4b82ea6a-afc7-4a0a-b460-2db856ff9653,8aec37cf-a4d6-4887-ac49-02b1e834f4ea,Private,Prospect,50000,"Test University 60",6f245087-650f-4d36-9cba-6fc71ee7c964,eebdbbeb-f3f0-4a3b-a0c2-d27b34e5304b,"Ref Address 60",https://facebook.com/company60,670d0687-3361-484c-b8de-373e7227d1f9,KL,"Company 60",IT,https://linkedin.com/in/user60,1981-09-05,NRIC60,3783411e-bbb1-465b-86a9-627ed243887f,Value_Secondary_Business_Acc_Mgr_60,"Owner 60",company60.com,PASS60,c94c8fdb-d429-482e-bb01-7c6f8274eacf,Corporate,HigherED,UEN60,Value_Referrer_Email_Address_60,Partner
handle61,FIN61,LinkedIn,Value_Referred_By_61,SSIC61,"Company Block 61","Block 61",1,KL,https://company61.com,Degree,Value_Sales_Region_61,a5bec50f-fc09-4ff9-a0d2-13b340861905,1fdb4477-f1a7-4c0c-a9c2-a647b3ede7ff,Public,Lead,50000,"Test University 61",da90c1d1-8e3e-4015-93eb-0f2441728b18,df744cac-d5a9-4bf2-8a39-4af9d84f7653,"Ref Address 61",https://facebook.com/company61,e9b1e0be-b0ff-43bb-a8bf-fa7212c73dc3,KL,"Company 61",Finance,https://linkedin.com/in/user61,1980-08-08,NRIC61,af5379ab-a465-4065-bb32-fbaa09dbcf80,Value_Secondary_Business_Acc_Mgr_61,"Owner 61",company61.com,PASS61,7449d950-fbe8-4c28-a7a4-fef2ac4fa01f,SME,Training-Institute,UEN61,Value_Referrer_Email_Address_61,Reseller
handle62,FIN62,Facebook,Value_Referred_By_62,SSIC62,"Company Block 62","Block 62",0,KL,https://company62.com,Master,Value_Sales_Region_62,cc2a5bc5-ab47-426c-bc12-2403db601923,7dbbcd5e-a047-49a0-a2b9-d0649226e2a7,NGO,Customer,50000,"Test University 62",81aa0b28-5922-4291-aa32-f5a4438fb39e,319f255e-b3b0-4d18-915c-0e201edc3d20,"Ref Address 62",https://facebook.com/company62,b8893048-d221-41c7-b0ef-f2294884c89c,KL,"Company 62",Sales,https://linkedin.com/in/user62,1997-09-22,NRIC62,86a28ffe-f90c-4b13-815f-5eabfdd9ef4a,Value_Secondary_Business_Acc_Mgr_62,"Owner 62",company62.com,PASS62,a979cbd9-7991-44eb-9fcb-f6108ffe599c,Government,HigherED,UEN62,Value_Referrer_Email_Address_62,Direct
handle63,FIN63,Direct,Value_Referred_By_63,SSIC63,"Company Block 63","Block 63",1,KL,https://company63.com,PhD,Value_Sales_Region_63,aeb97eb7-6558-4a9a-8ed0-f85cfc8858f6,f11169e7-fc89-44bc-a3a6-b5caf327ddbf,Private,Alumni,50000,"Test University 63",38825165-5107-49ec-a9ef-c99de8ac768f,d67a2b2e-24bf-41ac-b867-1b1b333bebf0,"Ref Address 63",https://facebook.com/company63,c10d372d-e882-47ff-af37-70495cf09d86,KL,"Company 63",Marketing,https://linkedin.com/in/user63,1988-05-13,NRIC63,3c239ff8-4b3b-415b-b4df-66c3c97652c5,Value_Secondary_Business_Acc_Mgr_63,"Owner 63",company63.com,PASS63,d2cdeada-b07e-4fe0-a02e-a07ca99e86f7,Education,Training-Institute,UEN63,Value_Referrer_Email_Address_63,Partner
handle64,FIN64,Google,Value_Referred_By_64,SSIC64,"Company Block 64","Block 64",0,KL,https://company64.com,Diploma,Value_Sales_Region_64,231035dd-f103-4da2-9ead-8a5566d32d3e,b39d904b-9cc2-4faf-8844-5ba9fd91d1f0,Public,Prospect,50000,"Test University 64",565613e8-f356-438b-8826-6d30686778e1,54332b41-2088-4905-b8c4-4e251dec4969,"Ref Address 64",https://facebook.com/company64,a6cb015a-e36c-4cef-b9a3-467c31b69a28,KL,"Company 64",IT,https://linkedin.com/in/user64,1994-02-19,NRIC64,cee08976-adce-46c6-b35d-99a082aafe0b,Value_Secondary_Business_Acc_Mgr_64,"Owner 64",company64.com,PASS64,1fa529f9-8c24-4599-8da6-b9e8fabbc799,Corporate,HigherED,UEN64,Value_Referrer_Email_Address_64,Reseller
handle65,FIN65,LinkedIn,Value_Referred_By_65,SSIC65,"Company Block 65","Block 65",1,KL,https://company65.com,Degree,Value_Sales_Region_65,fc2388a3-421d-4689-bf03-602ee4e91f43,2e03b56c-7e90-4d77-8bdc-50e72c6696c9,NGO,Lead,50000,"Test University 65",874c57ad-fcfb-4ac6-9356-6432ea9b47cc,ff9e6b05-72b6-4f52-9314-fbaf901c416a,"Ref Address 65",https://facebook.com/company65,4779c976-0804-460a-aecd-31af50ca95f4,KL,"Company 65",Finance,https://linkedin.com/in/user65,1981-10-03,NRIC65,98b3a56a-1c5b-4e91-ae97-b86aa9138311,Value_Secondary_Business_Acc_Mgr_65,"Owner 65",company65.com,PASS65,65c40e8d-92c0-4716-922d-9fcf406bfb2f,SME,Training-Institute,UEN65,Value_Referrer_Email_Address_65,Direct
