Institute_Type,Do_Not_Call,Secondary_Business_Unit_Id,Parent_Guardian_Email,Major,Company_Website,Postal_Code,Sales_Campaign_Id,Resume,Solution,City,Company_City,Contact_Person_Email,No_of_Work_Experience_Year,Highest_Qualification,EduCLaaS_Account_Manager_Name,UTM_Campaign,Lead_Status,Phone_Number,Date_of_Birth,Contact_DB_Status_Id,FIN_Number,Last_Name,Company_Size_Category_Code,Contact_Source,Address_Line_1,Contact_Owner,Secondary_Business_Acc_Mgr,Company_State_Region,Company_Owner,Cilos_Substage_Id,Industry_Sector_Id,Company_Address_Line_1,UTM_Medium,Company_Name,Company_Phone,Country_Id,NRIC_Number,Website_URL,UTM_Source,Contact_Type_Id,Company_Postal_Code,Industry_Group,Address_Line_2,Primary_Business_Unit_Id,Race_Id,Primary_Business_Acc_Mgr,Job_Title,Managed_Contact,Country,Personal_Email,Current_Income_Yearly,Industry_Sector,First_Name,Company_Code,Sales_Region,Company_Linkedin_URL,Company_Facebook,Agentic_Type_Id,Parent_Guardian_Contact_No,Facebook_Id,Referrer_Address,Viber_Number,Sponsoring_Entity_Id,Company_Domain_Name,Industry,Referred_By,Lifecycle_Stage,State_Region,Mobile_Phone_Number,Parent_Guardian_NRIC_Passport_No,Employee_Range,Company_Notes,Company_Segment,WhatsApp_Phone_Number,Company_Address_Line_2,Annual_Revenue,Nationality_Id,Company_Status,CILOS_Life_Cycle_Stage,Salutation,School_Attended,Desired_Quarter_Intake,Company_UEN_Registration_No,Company_SSIC,Contact_Person,Next_Activity_Date,Partner_Type,LinkedIn_URL,Career_Level,Curation_Id,Referrer_Name,Referrer_Email_Address,Job_Classification,Current_Designation,Company_Email,Marketing_Campaign_Id,Solution_Group_Id,Work_Email,Contact_Notes,Passport_Number,Channel_Ref_Id,Linkedin_Handle,Company_Id,Residence_Status_Id
HigherED,0,8bc6e2f9-21db-4766-95d3-11aa1e9a2329,parent50@example.com,IT,https://company50.com,50000,1ba0c866-4be6-45af-9af0-acf18a21cec3,resume50.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager50@company.com,2,Master,"Account Manager 50","Campaign 1",Nurture,039481997,1991-04-05,3ba32d31-bdea-4e3f-9461-74f97f3ca074,FIN50,Test50,Large,Purchased,"Street 50",Value_Contact_Owner_50,Value_Secondary_Business_Acc_Mgr_50,KL,"Owner 50",ad551776-eccb-44fa-8ce9-f5cb0c62478a,b2171ef0-d154-485d-aa37-27761ab65377,"Company Street 50",Organic,"Company 50",032504100,93c5d0a2-a9d6-4178-9c7f-d09a5d7ea1cf,NRIC50,https://company50.com,Facebook,68f67e16-4061-4688-9686-ee927f0ce425,50000,NGO,"Block 50",ea8b9d69-85b7-4fae-a324-06121571ca9b,96cd2148-31f0-4061-bb16-11193baffbd6,Value_Primary_Business_Acc_Mgr_50,Manager,0,Malaysia,user50@example.com,145968,Value_Industry_Sector_50,User50,C50,Value_Sales_Region_50,https://linkedin.com/company/50,https://facebook.com/company50,c89c7c02-ed8e-41a6-a951-d3eb2c8a4db3,0139228265,149746cc-eeab-4c70-9aaf-76b803d29401,"Ref Address 50",0113497865,80fac3f9-cfdd-4004-b9db-72b58eb1d894,company50.com,Education,Value_Referred_By_50,Customer,KL,0177975502,PP50,51-200,"Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. Company notes 50. ",Government,0158516260,"Company Block 50",429164,59608c11-2fbb-43b3-8dae-7d5bb2984e89,Active,Value_CILOS_Life_Cycle_Stage_50,Mr,"Test University 50",2025-Q3,UEN50,SSIC50,"Manager 50",2026-03-04,Direct,https://linkedin.com/in/user50,Value_Career_Level_50,f8d6e846-faad-402d-99ae-1a529659c197,"Referrer 50",Value_Referrer_Email_Address_50,Sales,Senior,contact50@company.com,d458fce8-fe2d-48f2-842e-539353b7165a,cf65b21d-a707-423f-9aca-bc7a77f12af5,work50@example.com,"Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. Generated note 50. ",PASS50,7b6cb61c-7349-4c0f-bae9-0701b5ec726a,handle50,585b8423-8185-4d5e-95b5-5e4d1a0e7482,7d009bc8-845e-4319-badf-5d4ae618ec00
Training-Institute,1,33b295db-fade-43ef-84ce-3abc416d63b2,parent51@example.com,Engineering,https://company51.com,50000,90babae1-b7c5-459c-9161-ffb63508ad32,resume51.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager51@company.com,1,PhD,"Account Manager 51","Campaign 2",Converted,033817427,1995-12-21,65a23e8f-b754-4f4b-935e-6a9f418ca155,FIN51,Test51,Small,Linkedin,"Street 51",Value_Contact_Owner_51,Value_Secondary_Business_Acc_Mgr_51,KL,"Owner 51",d22a71dc-f4cd-4a7a-80ab-18420e4fac29,778f4f85-8983-4851-a1f4-5a2c0d6f6d83,"Company Street 51",Referral,"Company 51",036582252,e41f42b8-e5d3-4bc4-b7b1-d278c5192150,NRIC51,https://company51.com,Direct,849b648c-3457-40bc-aaf6-9b519a72d315,50000,Private,"Block 51",c3d34469-07b9-405a-8432-b162056541a3,205b490d-3a15-4101-b498-63ad56c2c09d,Value_Primary_Business_Acc_Mgr_51,Developer,1,Malaysia,user51@example.com,59251,Value_Industry_Sector_51,User51,C51,Value_Sales_Region_51,https://linkedin.com/company/51,https://facebook.com/company51,ec4c4ec2-d455-443b-9144-b3515728bff3,0170911376,6af49981-278b-4118-a1b1-115d117a0a2a,"Ref Address 51",0117146733,2b5770c3-0ace-4afe-ac2a-1d3b0431785e,company51.com,Retail,Value_Referred_By_51,Alumni,KL,0173611910,PP51,201-500,"Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. Company notes 51. ",Education,0147546219,"Company Block 51",372514,09b1bd5e-a457-4bd6-9020-778dd69f8468,Inactive,Value_CILOS_Life_Cycle_Stage_51,Ms,"Test University 51",2025-Q4,UEN51,SSIC51,"Manager 51",2026-03-04,Partner,https://linkedin.com/in/user51,Value_Career_Level_51,2b4e7350-cede-4946-9203-2e8e14714747,"Referrer 51",Value_Referrer_Email_Address_51,Marketing,Lead,contact51@company.com,efa20eea-22d3-4d76-a6c7-d5bfe3337f7f,d9f99227-4665-4cce-805d-f2fc227b4803,work51@example.com,"Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. Generated note 51. ",PASS51,9c418006-3636-4b0d-a3fa-abfb5c7cf781,handle51,bda5c6c4-236f-4a5e-ad4e-a007ddbfdc7b,11c39ca3-eb2c-46f1-893f-c6da57ceafb5
HigherED,0,c36ff4df-56d3-4d29-83a3-ee41b62fc8c3,parent52@example.com,"Computer Science",https://company52.com,50000,7a244507-25f9-439c-acd0-fc992c721c07,resume52.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager52@company.com,1,Diploma,"Account Manager 52","Campaign 3",New,034692001,1990-03-27,7092259f-ea58-49cf-b2ed-5bdea1a31ad0,FIN52,Test52,Medium,Marketing,"Street 52",Value_Contact_Owner_52,Value_Secondary_Business_Acc_Mgr_52,KL,"Owner 52",af33f4a8-f37e-4aa4-ac64-1845f28809af,4906da2e-8ccc-4760-ba11-2d0ed7395c95,"Company Street 52",CPC,"Company 52",038836641,53029ee2-cbc3-4b7b-9a3d-843c1a997e2f,NRIC52,https://company52.com,Google,e1e93066-9bb5-4973-bf34-a78262238c64,50000,Public,"Block 52",723c0724-1b25-424e-9392-6472b3104028,980b8e70-5e3b-49bf-9a59-73f6a327db67,Value_Primary_Business_Acc_Mgr_52,Engineer,0,Malaysia,user52@example.com,34157,Value_Industry_Sector_52,User52,C52,Value_Sales_Region_52,https://linkedin.com/company/52,https://facebook.com/company52,775a9c6d-83f7-4c3c-bad2-6d57fff87d66,0153380794,f3a13202-fe8f-4798-afbf-823794f245b7,"Ref Address 52",0194870478,20128c17-e43b-4495-84fe-667b6f5e6fee,company52.com,Technology,Value_Referred_By_52,Prospect,KL,0177271836,PP52,1-10,"Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. Company notes 52. ",Corporate,0136807571,"Company Block 52",396349,0696c34b-4003-4096-b085-2d16cc720b2a,Active,Value_CILOS_Life_Cycle_Stage_52,Mrs,"Test University 52",2025-Q1,UEN52,SSIC52,"Manager 52",2026-03-04,Reseller,https://linkedin.com/in/user52,Value_Career_Level_52,82847f8a-a6fd-4aac-b2ec-62a2ec22fa9a,"Referrer 52",Value_Referrer_Email_Address_52,IT,Junior,contact52@company.com,91b54567-4be2-402f-bfc6-6b9a84948371,5a0e551e-9981-458b-88d5-58d1eba2fc02,work52@example.com,"Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. Generated note 52. ",PASS52,4a8f3e79-bdb3-4d15-86da-d2121ba5d6dc,handle52,948d69ca-b27c-411c-a992-16c2391d3496,b9585099-d58a-4b71-86e7-2e0d277692c5
Training-Institute,1,2a3ac580-5f7e-4525-adc6-8cff67ab0185,parent53@example.com,Business,https://company53.com,50000,64913601-33e8-4eaf-a742-2dc1a9439eb3,resume53.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager53@company.com,4,Degree,"Account Manager 53","Campaign 4",Working,037487675,1996-09-04,f98b1eba-f36f-4d58-8e92-00935c9ab655,FIN53,Test53,Large,Sales,"Street 53",Value_Contact_Owner_53,Value_Secondary_Business_Acc_Mgr_53,KL,"Owner 53",13df5a5d-8c9b-4a4d-b5e4-b01d7a073a99,cf90f5b9-c54c-4b5d-b27e-b00f4c5891ad,"Company Street 53",Email,"Company 53",033973533,7100a62a-c16e-4b84-910a-01ae93ca99ce,NRIC53,https://company53.com,LinkedIn,173c7d0d-2d12-4395-945d-0464c65e2f8d,50000,NGO,"Block 53",fdf9c577-1997-41d3-ac23-028f7cbd2616,9929fe7d-213c-4cd6-92c3-41ada9d1bc0a,Value_Primary_Business_Acc_Mgr_53,Analyst,1,Malaysia,user53@example.com,81522,Value_Industry_Sector_53,User53,C53,Value_Sales_Region_53,https://linkedin.com/company/53,https://facebook.com/company53,0942a5bf-259e-4830-998f-62a227e4afde,0111483371,387fbbe6-0fe8-45f8-9d53-f600b0e9ce8d,"Ref Address 53",0179890305,a8459d48-5d33-4f40-93c3-413b8a83ca2b,company53.com,Finance,Value_Referred_By_53,Lead,KL,0169701687,PP53,11-50,"Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. Company notes 53. ",SME,0168265348,"Company Block 53",266129,b718f6d7-40ed-4cb8-926d-412297933c12,Inactive,Value_CILOS_Life_Cycle_Stage_53,Dr,"Test University 53",2025-Q2,UEN53,SSIC53,"Manager 53",2026-03-04,Direct,https://linkedin.com/in/user53,Value_Career_Level_53,9c67e7c6-46a3-4b58-a476-027b8bb6d336,"Referrer 53",Value_Referrer_Email_Address_53,Finance,Mid,contact53@company.com,be346f28-2ccd-41a8-ad96-08007a97aab8,2cdaa089-94e9-4782-a037-865b12b333cb,work53@example.com,"Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. Generated note 53. ",PASS53,95b486e7-678d-4560-8b2d-0c45c7c1b14e,handle53,3eac10c9-6655-40dc-81ed-461f658b3381,caa73535-1360-444b-9592-e6393f2399b0
HigherED,0,12589dd6-891e-435d-8892-e9004068f1f6,parent54@example.com,IT,https://company54.com,50000,5d662456-f80a-4b29-b770-eb6b80940107,resume54.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager54@company.com,12,Master,"Account Manager 54","Campaign 5",Nurture,034958989,1988-10-26,b89b8e7a-e874-47c4-aa36-f5cae03d2e88,FIN54,Test54,Small,Purchased,"Street 54",Value_Contact_Owner_54,Value_Secondary_Business_Acc_Mgr_54,KL,"Owner 54",67c12a8d-72a6-4e1f-a017-3dc6be082dca,8cd09515-df34-417c-8162-7e5fe19e1d39,"Company Street 54",Organic,"Company 54",032926760,95502c6f-6fde-4a4b-9bf9-76a09407df10,NRIC54,https://company54.com,Facebook,f6f27bc0-377a-41ca-9b7b-da36e7f0b41e,50000,Private,"Block 54",2896010d-3d22-4d09-84ab-da1434fea83a,6b160e39-af5a-41fd-b08f-5de2f1430920,Value_Primary_Business_Acc_Mgr_54,Manager,0,Malaysia,user54@example.com,49523,Value_Industry_Sector_54,User54,C54,Value_Sales_Region_54,https://linkedin.com/company/54,https://facebook.com/company54,10cd1d69-99ce-4fd3-8f3e-256fdd88a3f9,0151804297,c05dfee2-f793-452d-bcb8-f768e14f09dc,"Ref Address 54",0166159633,49b3c89b-274f-47ef-a4b6-96afa920cf10,company54.com,Education,Value_Referred_By_54,Customer,KL,0171797442,PP54,51-200,"Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. Company notes 54. ",Government,0133451210,"Company Block 54",185156,976e5fa8-f3a8-4b09-8df8-4815aec9fac7,Active,Value_CILOS_Life_Cycle_Stage_54,Mdm,"Test University 54",2025-Q3,UEN54,SSIC54,"Manager 54",2026-03-04,Partner,https://linkedin.com/in/user54,Value_Career_Level_54,23ebefc9-4aa8-4e5b-b017-f69cb7384734,"Referrer 54",Value_Referrer_Email_Address_54,Sales,Senior,contact54@company.com,9ba42990-0267-49bb-90b4-58268e5606cf,e4e7175e-55dd-432c-9b88-c0ed98267d51,work54@example.com,"Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. Generated note 54. ",PASS54,53c870d1-10d7-472d-92df-7aab74dd1f69,handle54,eac477ad-85cd-4fba-b52c-b9c2e03b5d8b,21f4b465-9122-44f1-8f48-da0f5f08cc74
Training-Institute,1,2c629815-1a96-4c44-bad6-966cc781c17c,parent55@example.com,Engineering,https://company55.com,50000,37e3c9df-507f-462d-8035-e8f03e3ba946,resume55.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager55@company.com,9,PhD,"Account Manager 55","Campaign 1",Converted,037065079,1999-10-10,29144d04-87d7-42f9-84a2-b0ef2fa065e8,FIN55,Test55,Medium,Linkedin,"Street 55",Value_Contact_Owner_55,Value_Secondary_Business_Acc_Mgr_55,KL,"Owner 55",2cf6925c-6074-4821-9d16-3e9bff14dfe5,7f552439-0197-4b36-a0dc-a7bb37aeca17,"Company Street 55",Referral,"Company 55",036236666,45d548e9-819e-4c54-9d17-978d55e61f98,NRIC55,https://company55.com,Direct,3469ef17-a850-4d2d-9c90-e28d9be383a3,50000,Public,"Block 55",42c593c5-a973-48cb-87d6-d040209a30d9,7d513392-65f0-453e-8345-80664eb88bac,Value_Primary_Business_Acc_Mgr_55,Developer,1,Malaysia,user55@example.com,139571,Value_Industry_Sector_55,User55,C55,Value_Sales_Region_55,https://linkedin.com/company/55,https://facebook.com/company55,617c87b3-60ac-46c8-9e5d-023cbe867240,0113003510,d4a9c9f7-2653-4ff6-a8ea-abfc426a5c39,"Ref Address 55",0188669313,fcbc67d9-2e10-45a0-ad2d-2eb0ee380875,company55.com,Retail,Value_Referred_By_55,Alumni,KL,0188450860,PP55,201-500,"Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. Company notes 55. ",Education,0133296454,"Company Block 55",58835,91f855a8-f298-40d6-85bd-7749a68ceee6,Inactive,Value_CILOS_Life_Cycle_Stage_55,Mr,"Test University 55",2025-Q4,UEN55,SSIC55,"Manager 55",2026-03-04,Reseller,https://linkedin.com/in/user55,Value_Career_Level_55,e63f534b-0492-4381-872f-55a7700fc282,"Referrer 55",Value_Referrer_Email_Address_55,Marketing,Lead,contact55@company.com,df445bf0-c816-453e-baf4-ae3baeac6726,78b029f3-2d83-40ff-8557-ba3bb58dcad8,work55@example.com,"Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. Generated note 55. ",PASS55,4ada9676-55f7-440c-b71a-c08c39505ca1,handle55,17663233-d844-4bee-b2be-67b14a48218c,9eff0b02-6ee7-4067-b168-1a892c430d1e
HigherED,0,359f1d8b-2c26-4f5b-8f5b-e445afdd8aed,parent56@example.com,"Computer Science",https://company56.com,50000,3169bf8c-e0af-44d6-b80a-ab8bcd05f928,resume56.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager56@company.com,5,Diploma,"Account Manager 56","Campaign 2",New,036391178,1990-06-26,8a35f0cf-124e-4918-9052-b076e1ca876c,FIN56,Test56,Large,Marketing,"Street 56",Value_Contact_Owner_56,Value_Secondary_Business_Acc_Mgr_56,KL,"Owner 56",429e67d5-ce52-4db4-b128-843f7e7e1c13,7382bcea-ad4f-41e1-a0f2-1a3d065e0d93,"Company Street 56",CPC,"Company 56",034114612,9f4cd83e-cc23-478c-9ca0-d2e8c9ae4ac5,NRIC56,https://company56.com,Google,a13596a4-f007-4782-bc2c-e749d842d577,50000,NGO,"Block 56",42772e14-1cbb-493d-873e-a46b18f07ab1,944cfe8c-5029-4169-ae99-a5bee35aa434,Value_Primary_Business_Acc_Mgr_56,Engineer,0,Malaysia,user56@example.com,140696,Value_Industry_Sector_56,User56,C56,Value_Sales_Region_56,https://linkedin.com/company/56,https://facebook.com/company56,8b634723-1363-45c6-b351-ea6bca62f349,0164775566,aefce8b0-1e77-467f-9335-2bdfcca76562,"Ref Address 56",0140638105,aa9adcf6-70a7-4722-b92c-8fcab4b008e7,company56.com,Technology,Value_Referred_By_56,Prospect,KL,0190178952,PP56,1-10,"Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. Company notes 56. ",Corporate,0162153526,"Company Block 56",13825,99aed3e0-eb8a-4b8b-ac3f-01400fcf2017,Active,Value_CILOS_Life_Cycle_Stage_56,Ms,"Test University 56",2025-Q1,UEN56,SSIC56,"Manager 56",2026-03-04,Direct,https://linkedin.com/in/user56,Value_Career_Level_56,dd0dc57a-7209-4d0e-95a5-488b27d5a21d,"Referrer 56",Value_Referrer_Email_Address_56,IT,Junior,contact56@company.com,d2fdca77-51f7-4e67-b69f-2194555a20c5,ecc53722-da40-4e69-8b70-feca75d63e3a,work56@example.com,"Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. Generated note 56. ",PASS56,d0ebdf8a-0b6d-47f4-9399-0417c5a9a149,handle56,c95c7ee7-468b-4253-a6ef-a2ab83c54f89,5dddd122-b2cb-4a6a-bd28-eaae407edc5a
Training-Institute,1,30cd308c-4cf6-4acc-b2b2-ec86f9323c5f,parent57@example.com,Business,https://company57.com,50000,7c5006e8-9a91-4ad7-a890-a85c3e5238ff,resume57.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager57@company.com,2,Degree,"Account Manager 57","Campaign 3",Working,032380219,1980-02-02,596f0535-f04a-4b26-8134-286f55f6a6e8,FIN57,Test57,Small,Sales,"Street 57",Value_Contact_Owner_57,Value_Secondary_Business_Acc_Mgr_57,KL,"Owner 57",32ca03da-5eb3-446a-bb81-2320338f57be,2efd58bc-24e6-41a3-a0db-a774b028e755,"Company Street 57",Email,"Company 57",034776782,8e533daf-ee51-4d39-b25f-0d8b5f989f13,NRIC57,https://company57.com,LinkedIn,e53f5b48-61f0-438b-83b7-7b4cfea4f569,50000,Private,"Block 57",5d178e10-2e0f-4593-96bf-7d8490a3929b,da1fad80-93da-4813-8609-24d7a4ec27bc,Value_Primary_Business_Acc_Mgr_57,Analyst,1,Malaysia,user57@example.com,78414,Value_Industry_Sector_57,User57,C57,Value_Sales_Region_57,https://linkedin.com/company/57,https://facebook.com/company57,87cf6b2f-d7d8-4526-ba5c-53330d37b955,0183698576,67e0702c-b4da-4f1a-aeca-6236956a5342,"Ref Address 57",0121882979,eee3d105-1c49-4b58-8526-fc14a7a8742c,company57.com,Finance,Value_Referred_By_57,Lead,KL,0160102231,PP57,11-50,"Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. Company notes 57. ",SME,0194880838,"Company Block 57",147144,b799699e-423e-4e73-9241-e8077fcf259f,Inactive,Value_CILOS_Life_Cycle_Stage_57,Mrs,"Test University 57",2025-Q2,UEN57,SSIC57,"Manager 57",2026-03-04,Partner,https://linkedin.com/in/user57,Value_Career_Level_57,0c79fea5-b9d4-4b9a-9896-326c1337b1bc,"Referrer 57",Value_Referrer_Email_Address_57,Finance,Mid,contact57@company.com,70ffd006-6bba-40b7-9875-a4f135538a83,6f1bfd43-5660-4b4b-91f1-08696b67e98f,work57@example.com,"Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. Generated note 57. ",PASS57,1d00d429-bf13-4ea4-9d54-4645cb727781,handle57,6c1f7f41-31d3-495d-92a7-19dd21fe95b1,7dd2f28d-1f0c-42ac-a416-9c602ba66dd6
HigherED,0,e9169034-b117-4d60-b34e-90ebb6bacc75,parent58@example.com,IT,https://company58.com,50000,2cbabaaf-537c-4887-91fb-0ce65a73c395,resume58.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager58@company.com,11,Master,"Account Manager 58","Campaign 4",Nurture,033668161,1980-04-17,db8c257c-3db7-42ce-9a27-4028f4ea3305,FIN58,Test58,Medium,Purchased,"Street 58",Value_Contact_Owner_58,Value_Secondary_Business_Acc_Mgr_58,KL,"Owner 58",bde13def-4a41-480f-88d4-70766599c718,2965ef99-cf16-4e35-915b-c864288751bc,"Company Street 58",Organic,"Company 58",035909537,14a85657-9e10-4fbf-bc55-98559f4ba55b,NRIC58,https://company58.com,Facebook,de4191f0-eab1-4206-8860-92e8517b4de7,50000,Public,"Block 58",1cce6f2f-93cb-457c-90a8-e1effe682afe,ab4f0235-9649-4904-943d-b8d729fbb680,Value_Primary_Business_Acc_Mgr_58,Manager,0,Malaysia,user58@example.com,134667,Value_Industry_Sector_58,User58,C58,Value_Sales_Region_58,https://linkedin.com/company/58,https://facebook.com/company58,00329b04-93bb-45ea-8134-50d6074cbd95,0117551177,1a41af02-4439-4c9d-bf79-55e323baabab,"Ref Address 58",0123302804,086216c9-3865-4206-af4f-f915f89fe94b,company58.com,Education,Value_Referred_By_58,Customer,KL,0179242979,PP58,51-200,"Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. Company notes 58. ",Government,0148301434,"Company Block 58",118010,c92dc70a-1c42-4e71-822d-36f3fb7e1ff4,Active,Value_CILOS_Life_Cycle_Stage_58,Dr,"Test University 58",2025-Q3,UEN58,SSIC58,"Manager 58",2026-03-04,Reseller,https://linkedin.com/in/user58,Value_Career_Level_58,7971eb7c-cdf0-4e67-bdfb-0fbef1e3a3c8,"Referrer 58",Value_Referrer_Email_Address_58,Sales,Senior,contact58@company.com,7efb3b35-d536-4962-865b-83550046aa82,3f2e25be-987a-439e-97ec-cd0303aff0be,work58@example.com,"Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. Generated note 58. ",PASS58,ec4470d7-1364-4c70-930a-873f0be1014b,handle58,2f6ed326-bcd5-4829-ad58-160223b99744,209c8275-13a0-4549-b71c-21bfa098c9af
Training-Institute,1,027ff225-69dc-4630-904a-67a79813832b,parent59@example.com,Engineering,https://company59.com,50000,a364175b-76e3-48a0-80bf-afade22b7aa5,resume59.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager59@company.com,15,PhD,"Account Manager 59","Campaign 5",Converted,038944490,1997-04-07,040627df-604b-478c-8967-d44d4268b9be,FIN59,Test59,Large,Linkedin,"Street 59",Value_Contact_Owner_59,Value_Secondary_Business_Acc_Mgr_59,KL,"Owner 59",50fc33cf-a41d-417f-baa9-112424614951,5ddeb327-231d-4604-afb9-e3c628663632,"Company Street 59",Referral,"Company 59",037979301,efa8a676-fcee-4b61-93ea-91d322414227,NRIC59,https://company59.com,Direct,125e4a9c-d272-4814-b2d6-8b73fb19801f,50000,NGO,"Block 59",599b8d8a-97af-4723-8f81-75110c673dc4,e22604e8-558f-4a49-95db-2b3ec9478ce0,Value_Primary_Business_Acc_Mgr_59,Developer,1,Malaysia,user59@example.com,40778,Value_Industry_Sector_59,User59,C59,Value_Sales_Region_59,https://linkedin.com/company/59,https://facebook.com/company59,005dbb92-8368-4e75-aa38-ffeec371334a,0146489745,df740273-6266-461d-8b6f-8fa8481b5c44,"Ref Address 59",0198185227,fd8e1c2b-3b09-4f5e-b124-8d3d135c56d7,company59.com,Retail,Value_Referred_By_59,Alumni,KL,0140656826,PP59,201-500,"Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. Company notes 59. ",Education,0114497296,"Company Block 59",152662,50575176-7abc-4311-a52e-708db57e9922,Inactive,Value_CILOS_Life_Cycle_Stage_59,Mdm,"Test University 59",2025-Q4,UEN59,SSIC59,"Manager 59",2026-03-04,Direct,https://linkedin.com/in/user59,Value_Career_Level_59,4b7f9be1-962f-44e7-a176-dcb29285bfdb,"Referrer 59",Value_Referrer_Email_Address_59,Marketing,Lead,contact59@company.com,2e0d2c28-0925-461d-b063-ba337905d179,3fb2fa6f-b7b0-45e4-9b7f-2dadd2e6dc0b,work59@example.com,"Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. Generated note 59. ",PASS59,d552e381-194f-43b5-8f48-e107097cc605,handle59,160d84f9-43f6-48e1-863e-04303cb60319,5ccbabfb-ec58-45b8-be5a-5da971fa91e9
